id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1234448612077080576,1234448612077080576,1583150458000,2020-03-02,12:00:58,GMT,1193022855610392576,quodgoogla,I Google Things,,"Coronavirus Update:
Italy reports 1,694 infections, 50% daily hike
South Korea 4,212 cases, 2nd after China
2nd death in Washington state, US reports 35% rise in cases
WHO says fatality rate among critical ill exceeding 50%
 https://www.globaltimes.cn//content/1177737.shtml …",[],['https://www.globaltimes.cn//content/1177737.shtml'],[],0,0,0,[],[],https://twitter.com/QuodGoogla/status/1234448612077080576,False,,0,,,,,,,"[{'user_id': '1193022855610392576', 'username': 'QuodGoogla'}]",,,,
1234448611540447238,1234448611540447238,1583150458000,2020-03-02,12:00:58,GMT,1230932322914054146,jonnhymichel,michel jonnhy,,"J’ai lu dans le 20 Minutes comme quoi le Coronavirus aurait été inventé par les chinois, le doute s’installe en moi...  #Complots",[],[],[],0,0,2,['#complots'],[],https://twitter.com/JonnhyMichel/status/1234448611540447238,False,,0,,,,,,,"[{'user_id': '1230932322914054146', 'username': 'JonnhyMichel'}]",,,,
1234448611129212929,1234448611129212929,1583150458000,2020-03-02,12:00:58,GMT,43132411,jpguedas,Jeañ-philippe Pierre Robert Rénovitch Guedas,,"Ca va etre un peu compliqué pour le Festival du Cinéma Européen à Vannes si tous les cinémas du Morbihan sont fermés #Coronavirus
 https://www.sortir-en-bretagne.fr/98362/vannes/17eme-rencontres-du-cinema-europeen.html …",[],['https://www.sortir-en-bretagne.fr/98362/vannes/17eme-rencontres-du-cinema-europeen.html'],[],0,0,0,['#coronavirus'],[],https://twitter.com/JPguedas/status/1234448611129212929,False,,0,,,,,,,"[{'user_id': '43132411', 'username': 'JPguedas'}]",,,,
1234448610248601601,1234448610248601601,1583150458000,2020-03-02,12:00:58,GMT,2905862291,kamacintosh,Kim Moran-MacIntosh 🇨🇦,,Four Things Patients with Cancer Should Know About Coronavirus 2019 #LCSM #coronavirusfacts  https://www.curetoday.com/articles/4-things-patients-with-cancer-should-know-about-coronavirus-2019 … via @cure_magazine,['cure_magazine'],['https://www.curetoday.com/articles/4-things-patients-with-cancer-should-know-about-coronavirus-2019'],[],0,5,9,"['#lcsm', '#coronavirusfacts']",[],https://twitter.com/Kamacintosh/status/1234448610248601601,False,,0,,,,,,,"[{'user_id': '2905862291', 'username': 'Kamacintosh'}, {'user_id': '21411180', 'username': 'cure_magazine'}]",,,,
1234448610068226048,1234448610068226048,1583150458000,2020-03-02,12:00:58,GMT,204959977,thearticletrunk,TheArticleTrunk,,UPDATE 5-BOJ reassurance on coronavirus bolsters speculation of global policy action  https://www.articletrunk.com/update-5-boj-reassurance-on-coronavirus-bolsters-speculation-of-global-policy-action/ …,[],['https://www.articletrunk.com/update-5-boj-reassurance-on-coronavirus-bolsters-speculation-of-global-policy-action/'],[],0,0,0,[],[],https://twitter.com/TheArticleTrunk/status/1234448610068226048,False,,0,,,,,,,"[{'user_id': '204959977', 'username': 'TheArticleTrunk'}]",,,,
1234448609585876993,1234448609585876993,1583150458000,2020-03-02,12:00:58,GMT,25297719,darichkid,Rich Kid,,Streets is done  RT @fox5ny: Manhattan woman is first coronavirus case in New York  https://www.fox5ny.com/news/manhattan-woman-is-first-coronavirus-case-in-new-york …,['fox5ny'],['https://www.fox5ny.com/news/manhattan-woman-is-first-coronavirus-case-in-new-york'],[],0,0,0,[],[],https://twitter.com/DaRichKid/status/1234448609585876993,False,,0,,,,,,,"[{'user_id': '25297719', 'username': 'DaRichKid'}, {'user_id': '9229672', 'username': 'fox5ny'}]",,,,
1234448609241747457,1234447959271456768,1583150458000,2020-03-02,12:00:58,GMT,1229535663105724423,ginjiwolf666,Ginjiwolf666,,Que lindo sería si tuviera Coronavirus,['carito13440640'],[],[],0,0,2,[],[],https://twitter.com/ginjiwolf666/status/1234448609241747457,False,,0,,,,,,,"[{'user_id': '1229535663105724423', 'username': 'ginjiwolf666'}, {'user_id': '1092742792340799488', 'username': 'Carito13440640'}]",,,,
1234448607991885829,1234448607991885829,1583150457000,2020-03-02,12:00:57,GMT,1017684650070642688,atsushi_tamaki,Atsushi Tamaki/玉城篤志,,"@Franco57124579 
Bonjour, Ghibellin.😄
À Tokyo, au Japon, le papier hygiénique et les masques ne sont pas du tout placés dans les magasins en raison de la propagation du coronavirus. 😷",['franco57124579'],[],[],2,0,1,[],[],https://twitter.com/atsushi_tamaki/status/1234448607991885829,False,,0,,,,,,,"[{'user_id': '1017684650070642688', 'username': 'atsushi_tamaki'}, {'user_id': '945278564605349888', 'username': 'Franco57124579'}]",,,,
1234448607597809665,1234448607597809665,1583150457000,2020-03-02,12:00:57,GMT,2288952054,ccerberus24,CCerberus24,,Mar 2 Newsletter featuring “OECD warns coronavirus outbreak could halve its global growth outlook”  https://nzzl.us/FgRtmGk ,[],['https://nzzl.us/FgRtmGk'],[],0,0,0,[],[],https://twitter.com/CCerberus24/status/1234448607597809665,False,,0,,,,,,,"[{'user_id': '2288952054', 'username': 'CCerberus24'}]",,,,
1234448607300005889,1234440141416083457,1583150457000,2020-03-02,12:00:57,GMT,1199333154449870848,aftiel86,AftieL🇹🇷,,"How do you know you have corona virus?
you are really a lie
you killed him",['yiotaaggelopoul'],[],[],2,0,0,[],[],https://twitter.com/AftieL86/status/1234448607300005889,False,,0,,,,,,,"[{'user_id': '1199333154449870848', 'username': 'AftieL86'}, {'user_id': '2515738053', 'username': 'yiotaaggelopoul'}]",,,,
1234448607241211904,1234448607241211904,1583150457000,2020-03-02,12:00:57,GMT,93045970,geldards,Geldards LLP,,"Following the recent Coronavirus advice of the Health Secretary on the self isolation of employees, Partner Lowri Phillips comments on how employers should react -  http://bit.ly/2T4hyxP 
#coronavirus #employmentlaw #hr pic.twitter.com/6APfMOOh84",[],['http://bit.ly/2T4hyxP'],['https://pbs.twimg.com/media/ESGkd3ZW4AAr-5h.jpg'],0,0,0,"['#coronavirus', '#employmentlaw', '#hr']",[],https://twitter.com/Geldards/status/1234448607241211904,False,,0,,,,,,,"[{'user_id': '93045970', 'username': 'Geldards'}]",,,,
1234448607111081986,1234448607111081986,1583150457000,2020-03-02,12:00:57,GMT,1217669431,amitpradhan02,Amit Pradhan,,"@AnilSinghvi_ Entire European Markets, which opened on a positive note today, are trading negative now and #DowFutures are down by nearly 300 points. Any news impact for this negative trading as the fall is sudden? #CoronaVirus",['anilsinghvi_'],[],[],0,0,0,"['#dowfutures', '#coronavirus']",[],https://twitter.com/AmitPradhan02/status/1234448607111081986,False,,0,,,,,,,"[{'user_id': '1217669431', 'username': 'AmitPradhan02'}, {'user_id': '387526400', 'username': 'AnilSinghvi_'}]",,,,
1234448606171684864,1234299234129731584,1583150457000,2020-03-02,12:00:57,GMT,915889231,sheena_huff,Sheena Huff,,Probably got coronavirus to 😂,['maddy82409188'],[],[],1,0,0,[],[],https://twitter.com/sheena_huff/status/1234448606171684864,False,,0,,,,,,,"[{'user_id': '915889231', 'username': 'sheena_huff'}, {'user_id': '1219269199576563714', 'username': 'Maddy82409188'}]",,,,
1234448605748088832,1234448605748088832,1583150457000,2020-03-02,12:00:57,GMT,2871488788,mpgxx_,X,,"La gente esta empezando a entrar en histeria con el tema del coronavirus y realmente 3.000 muertas no es nada comparado con la d gente k hay en el mundo, por favor relajaos",[],[],[],1,0,1,[],[],https://twitter.com/Mpgxx_/status/1234448605748088832,False,,0,,,,,,,"[{'user_id': '2871488788', 'username': 'Mpgxx_'}]",,,,
1234448604544274432,1234448604544274432,1583150456000,2020-03-02,12:00:56,GMT,52693558,ricardotrotti,Ricardo Trotti,,Estados Unidos registra el segundo fallecido por coronavirus  https://elpais.com/sociedad/2020-03-02/estados-unidos-registra-al-segundo-fallecido-por-coronavirus.html?ssm=TW_CC … vía @el_pais,['el_pais'],['https://elpais.com/sociedad/2020-03-02/estados-unidos-registra-al-segundo-fallecido-por-coronavirus.html?ssm=TW_CC'],[],0,0,0,[],[],https://twitter.com/RicardoTrotti/status/1234448604544274432,False,,0,,,,,,,"[{'user_id': '52693558', 'username': 'RicardoTrotti'}, {'user_id': '7996082', 'username': 'el_pais'}]",,,,
1234448602644320258,1234448602644320258,1583150456000,2020-03-02,12:00:56,GMT,2883920581,gachemarcos,marcos gache,,Homem condenado à pena capital na China por matar dois possíveis infetados com coronavírus  https://sicnoticias.pt/especiais/coronavirus/2020-03-02-Homem-condenado-a-pena-capitalna-China-por-matar-dois-possiveis-infetados-com-coronavirus … via @sicnoticias,['sicnoticias'],['https://sicnoticias.pt/especiais/coronavirus/2020-03-02-Homem-condenado-a-pena-capitalna-China-por-matar-dois-possiveis-infetados-com-coronavirus'],[],0,0,0,[],[],https://twitter.com/GacheMarcos/status/1234448602644320258,False,,0,,,,,,,"[{'user_id': '2883920581', 'username': 'GacheMarcos'}, {'user_id': '17163446', 'username': 'SICNoticias'}]",,,,
1234448602581413888,1234448602581413888,1583150456000,2020-03-02,12:00:56,GMT,4600571003,ibaepsae,スカイ,,"thought coronavirus would stop from coming to scotland but i was absolutely wrong,,, time to die",[],[],[],0,0,0,[],[],https://twitter.com/ibaepsae/status/1234448602581413888,False,,0,,,,,,,"[{'user_id': '4600571003', 'username': 'ibaepsae'}]",,,,
1234448601729753089,1234448601729753089,1583150456000,2020-03-02,12:00:56,GMT,1118156835289100290,zarathustra2019,Zarathustra,,"If there is a silver lining in the coronavirus epidemic, look to Japan, where the number of influenza cases is far below a typical year  https://www.wsj.com/articles/japan-sees-silver-lining-to-coronavirus-as-flu-cases-drop-11583073526 …",[],['https://www.wsj.com/articles/japan-sees-silver-lining-to-coronavirus-as-flu-cases-drop-11583073526'],[],0,0,0,[],[],https://twitter.com/Zarathustra2019/status/1234448601729753089,False,,0,,,,,,,"[{'user_id': '1118156835289100290', 'username': 'Zarathustra2019'}]",,,,
1234448601532764166,1234448601532764166,1583150456000,2020-03-02,12:00:56,GMT,1974459114,fatma_sultana,Fariha Fatima,,#Coronavirus: #NASA Images Show #China #Pollution Clear Amid Slowdown https://www.bbc.com/news/world-asia-51691967 …,[],['https://www.bbc.com/news/world-asia-51691967'],[],0,0,1,"['#coronavirus', '#nasa', '#china', '#pollution']",[],https://twitter.com/fatma_sultana/status/1234448601532764166,False,,0,,,,,,,"[{'user_id': '1974459114', 'username': 'fatma_sultana'}]",,,,
1234448599620214785,1234447094083178496,1583150455000,2020-03-02,12:00:55,GMT,17063984,breinbrouwsels,Bert Peters,,Als de ziekenhuizen dicht zijn kunnen slachtoffers van het #Coronavirus het beste een overheidsgebouw of eentje van de regeringspartijen bezoeken en flink hoesten...,['geepstar'],[],[],0,0,3,['#coronavirus'],[],https://twitter.com/Breinbrouwsels/status/1234448599620214785,False,,0,,,,,,,"[{'user_id': '17063984', 'username': 'Breinbrouwsels'}, {'user_id': '724807224', 'username': 'Geepstar'}]",,,,
1234448598122844161,1234448598122844161,1583150455000,2020-03-02,12:00:55,GMT,29972173,iris_bk,lucrecia stan account,,a comunicação social portuguesa à espera do coronavírus no aeroporto  pic.twitter.com/I8cdhhs9mt,[],[],[],0,2,7,[],[],https://twitter.com/iris_bk/status/1234448598122844161,False,,1,,,,,,,"[{'user_id': '29972173', 'username': 'iris_bk'}]",,,,
1234448596998574081,1234448596998574081,1583150455000,2020-03-02,12:00:55,GMT,245196749,shobirdy,BIRD☭,,"Secretive cult behind the Korean coronavirus outbreak has branches in Australia

韓国キリスト教カルト「新天地」が豪州で活発な学生伝道を展開していた、と。そんな感じの人いたわ。#新型コロナウイルス https://www.theage.com.au/national/victoria/secretive-cult-behind-the-korean-coronavirus-outbreak-has-branches-in-australia-20200220-p542qg.html …",[],['https://www.theage.com.au/national/victoria/secretive-cult-behind-the-korean-coronavirus-outbreak-has-branches-in-australia-20200220-p542qg.html'],[],1,0,0,['#新型コロナウイルス'],[],https://twitter.com/shobirdy/status/1234448596998574081,False,,0,,,,,,,"[{'user_id': '245196749', 'username': 'shobirdy'}]",,,,
1234448596923232261,1234448596923232261,1583150455000,2020-03-02,12:00:55,GMT,2751238689,kaaaren_g,κα ⚡,,Me da más miedo quedar embarazada q tener coronavirus o dengue  https://twitter.com/lahijadesat4n/status/1234361010238238720 …,[],['https://twitter.com/lahijadesat4n/status/1234361010238238720'],[],0,0,1,[],[],https://twitter.com/kaaaren_g/status/1234448596923232261,False,https://twitter.com/lahijadesat4n/status/1234361010238238720,0,,,,,,,"[{'user_id': '2751238689', 'username': 'kaaaren_g'}]",,,,
1234448596860375042,1234448596860375042,1583150455000,2020-03-02,12:00:55,GMT,1288791576,laly_rojasnieto,laly 🌹Roni,,"14.000 casos al año, el 10% ocurren en Bogotá. Colombia tiene riesgo medio alto.  Es una enfermedad altamente contagiosa. Pero corren a comprar mascarillas por el coronavirus.  https://twitter.com/CardonaNL/status/1233872080350916617 …",[],['https://twitter.com/CardonaNL/status/1233872080350916617'],[],0,0,0,[],[],https://twitter.com/Laly_rojasnieto/status/1234448596860375042,False,https://twitter.com/CardonaNL/status/1233872080350916617,0,,,,,,,"[{'user_id': '1288791576', 'username': 'Laly_rojasnieto'}]",,,,
1234448596667420673,1234448596667420673,1583150455000,2020-03-02,12:00:55,GMT,186430066,prclondon,Palest Return Centre,,"Thousands of Palestinian refugees taking shelter in the Lebanese territories have raised serious concerns over their health condition as Lebanon confirmed the country’s third case of coronavirus on Thursday.
#PalestineRefugees
 https://loom.ly/xNr1Vm0  pic.twitter.com/ADbUcJ7oxg",[],['https://loom.ly/xNr1Vm0'],['https://pbs.twimg.com/media/ESGkdNzXYAIxvSZ.jpg'],0,1,0,['#palestinerefugees'],[],https://twitter.com/prclondon/status/1234448596667420673,False,,0,,,,,,,"[{'user_id': '186430066', 'username': 'prclondon'}]",,,,
1234448595664986113,1234448595664986113,1583150454000,2020-03-02,12:00:54,GMT,15377468,shaelriley,Future Former Democrat Shael Riley 🧢,,Is the COVID-19 coronavirus in your state or municipality yet?,[],[],[],0,1,0,[],[],https://twitter.com/ShaelRiley/status/1234448595664986113,False,,0,,,,,,,"[{'user_id': '15377468', 'username': 'ShaelRiley'}]",,,,
1234448594821767168,1234399488896372736,1583150454000,2020-03-02,12:00:54,GMT,420789155,pcy_naaaay,BIJI MELON🐩,,Pak @jokowi saya cuma mau bilang nih bak rakyat yg cari keuntungan di atas menyebarnya Corona virus pak.,"['penyembahseblak', 'jokowi']",[],[],0,0,2,[],[],https://twitter.com/PCY_naaaay/status/1234448594821767168,False,,0,,,,,,,"[{'user_id': '420789155', 'username': 'PCY_naaaay'}, {'user_id': '1226108328746438657', 'username': 'penyembahseblak'}, {'user_id': '366987179', 'username': 'jokowi'}]",,,,
1234448593861300224,1234448593861300224,1583150454000,2020-03-02,12:00:54,GMT,1490340577,sikeshia23,Sikeshia,,#Coronavirus: #SouthKorea church leader apologises for virus spread https://www.bbc.co.uk/news/world-asia-51701039 …,[],['https://www.bbc.co.uk/news/world-asia-51701039'],[],0,0,0,"['#coronavirus', '#southkorea']",[],https://twitter.com/Sikeshia23/status/1234448593861300224,False,,0,,,,,,,"[{'user_id': '1490340577', 'username': 'Sikeshia23'}]",,,,
1234448592515084288,1234448592515084288,1583150454000,2020-03-02,12:00:54,GMT,233582443,paulhutcheon,Paul Hutcheon,,Question: how will the Coronavirus affect the functioning of a key public service like the Scottish Courts Service?,[],[],[],11,0,7,[],[],https://twitter.com/paulhutcheon/status/1234448592515084288,False,,0,,,,,,,"[{'user_id': '233582443', 'username': 'paulhutcheon'}]",,,,
1234448592255045632,1234448592255045632,1583150453000,2020-03-02,12:00:53,GMT,2216792106,canusa331,2020,,"#CORONAVIRUS
The Chinese city at the center of the coronavirus epidemic has closed the first of 16 specially built hospitals, hurriedly put up to treat people with the virus, after it discharged its last recovered patients, state broadcaster CCTV said on Monday.  pic.twitter.com/Un3H5fPEE2",[],[],['https://pbs.twimg.com/media/ESGkceUX0AAhDRf.jpg'],0,0,1,['#coronavirus'],[],https://twitter.com/canusa331/status/1234448592255045632,False,,0,,,,,,,"[{'user_id': '2216792106', 'username': 'canusa331'}]",,,,
1234448591869108225,1234438052526874624,1583150453000,2020-03-02,12:00:53,GMT,318903950,joaquinblume,Joaquin Blume,,"Coronavirus: mantén la calma y evita las exageraciones.  Lava tus manos.  Pero hasta ahora, la amenaza ha sido completamente desproporcionada.","['a3noticias', 'atresplayer']",[],[],0,0,0,[],[],https://twitter.com/joaquinblume/status/1234448591869108225,False,,0,,,,,,,"[{'user_id': '318903950', 'username': 'joaquinblume'}, {'user_id': '145992645', 'username': 'A3Noticias'}, {'user_id': '1111934696', 'username': 'ATRESplayer'}]",,,,
1234448590229123073,1234447963038064640,1583150453000,2020-03-02,12:00:53,GMT,1543351291,quelquonque1,..,,"En Chine la pollution atmosphérique tue chaque année 2,2 millions de personnes 

La pollution a une importance majeure  sur les affections pulmonaires et le coronavirus attaqué les poumons 

c’est un facteur de risque majeur comme en Iran où la pollution de l’air est préoccupante",[],[],[],1,0,6,[],[],https://twitter.com/quelquonque1/status/1234448590229123073,False,,0,,,,,,,"[{'user_id': '1543351291', 'username': 'quelquonque1'}]",,,,
1234448590006882305,1234448581391724544,1583150453000,2020-03-02,12:00:53,GMT,3408827872,dr_mihesom,"Dkt. Mulembani, VD🇰🇪",,"4. Large outbreak of corona virus reemerged in China 2010 resulting in significant economic losses & also a major outbreak in the US in 2013. In 2017, neonatal piglet diarrhea and death occurred caused by coronavirus variant, Swine Acute Diarrhea Syndrome coronavirus (SADS-CoV).",[],[],[],0,0,0,[],[],https://twitter.com/Dr_MihesoM/status/1234448590006882305,False,,0,,,,,,,"[{'user_id': '3408827872', 'username': 'Dr_MihesoM'}]",,,,
1234448589935476736,1234448589935476736,1583150453000,2020-03-02,12:00:53,GMT,767675545,signoradellegif,Nostra Signora delle gif,,"“Ma ora parliamo di Coronavirus”

Come se avessero mai smesso.",[],[],[],1,4,26,[],[],https://twitter.com/signoradellegif/status/1234448589935476736,False,,0,,,,,,,"[{'user_id': '767675545', 'username': 'signoradellegif'}]",,,,
1234448589704876032,1234448589704876032,1583150453000,2020-03-02,12:00:53,GMT,851108442,afpespanol,Agence France-Presse,,"🇺🇸 Un septuagenario infectado con el nuevo coronavirus se convierte en la segunda víctima mortal relacionada con la enfermedad en Estados Unidos, mientras que Nueva York confirma un primer caso #AFP  http://u.afp.com/3wa8  pic.twitter.com/jVx8nCgRIV",[],['http://u.afp.com/3wa8'],['https://pbs.twimg.com/media/ESGkb5xW4AEKo7e.jpg'],0,27,15,['#afp'],[],https://twitter.com/AFPespanol/status/1234448589704876032,False,,0,,,,,,,"[{'user_id': '851108442', 'username': 'AFPespanol'}]",,,,
1234448589423890433,1234080341914198016,1583150453000,2020-03-02,12:00:53,GMT,932654578344038400,bigglobalwishes,Spain is debt 🎗,,‘Hacen mella en la población’. Ara mateix no se si parlen de vox o del coronavirus...,"['aviamaria_', 'lasvocesdelpue']",[],[],0,0,3,[],[],https://twitter.com/BigGlobalWishes/status/1234448589423890433,False,,0,,,,,,,"[{'user_id': '932654578344038400', 'username': 'BigGlobalWishes'}, {'user_id': '1005417812985368581', 'username': 'AviaMaria_'}, {'user_id': '2149353319', 'username': 'lasvocesdelpue'}]",,,,
1234448589193129985,1234445808440946689,1583150453000,2020-03-02,12:00:53,GMT,856195472872153088,unlighted_lol,Unlighted,,"Because it's only 1 PM and I already got accused of being sick of coronavirus by my teachers and not abiding by the directives, and I'm asked to go to some bureau without any number or e-mail, and I have been given an absolutely terrible schedule for the semester.",['mrcjjackson'],[],[],0,0,1,[],[],https://twitter.com/Unlighted_LoL/status/1234448589193129985,False,,0,,,,,,,"[{'user_id': '856195472872153088', 'username': 'Unlighted_LoL'}, {'user_id': '1163697600157179904', 'username': 'MrCJJackson'}]",,,,
1234448589105115140,1234387340052893696,1583150453000,2020-03-02,12:00:53,GMT,290626903,badwesley31,Sainte Mère,,"En pleine pandémie du coronavirus, un samedi a 17h c'est être un gros fils de pute fini à l'urine",['gg_rmc'],[],[],0,0,0,[],[],https://twitter.com/Badwesley31/status/1234448589105115140,False,,0,,,,,,,"[{'user_id': '290626903', 'username': 'Badwesley31'}, {'user_id': '114512948', 'username': 'GG_RMC'}]",,,,
